date,campaign_version,region,daily_budget,match_types,clicks,cost,all_conv
2024-06-26,13,B,38.83,Phrase; Exact,4,2.59,0.0
2024-10-06,7,A,58.25,Phrase; Exact,37,51.76,0.0
2024-10-06,13,B,38.83,Phrase; Exact,43,21.83,0.0
2024-10-06,4,C,19.42,Phrase; Exact,31,16.67,0.0
2024-10-06,22,USA,271.84,Phrase; Exact,44,169.02,3.0
2024-11-17,14,B,42.35,Phrase; Exact,1,0.87,0.0
2024-11-18,8,A,63.53,Phrase; Exact,7,7.51,0.0
2024-11-18,14,B,42.35,Phrase; Exact,77,84.63,1.0
2024-11-18,5,C,21.18,Phrase; Exact,17,11.25,3.0
2024-11-18,23,USA,296.47,Phrase; Exact,3,3.5,0.0
2024-11-19,8,A,63.53,Phrase; Exact,39,55.9,2.0
2024-11-19,14,B,42.35,Phrase; Exact,41,45.66,0.0
2024-11-19,5,C,21.18,Phrase; Exact,43,40.77,0.0
2024-11-19,23,USA,296.47,Phrase; Exact,4,8.42,0.0
2024-11-20,8,A,63.53,Phrase; Exact,44,85.06,0.0
2024-11-20,14,B,42.35,Phrase; Exact,44,43.72,0.0
2024-11-20,5,C,21.18,Phrase; Exact,36,31.13,0.0
2024-11-20,23,USA,296.47,Phrase; Exact,2,15.04,0.0
2024-11-21,8,A,63.53,Phrase; Exact,54,127.04,4.0
2024-11-21,14,B,42.35,Phrase; Exact,39,35.22,0.0
2024-11-21,5,C,21.18,Phrase; Exact,34,27.41,0.0
2024-11-21,23,USA,296.47,Phrase; Exact,19,83.56,0.0
2024-11-22,8,A,63.53,Phrase; Exact,43,117.65,0.0
2024-11-22,14,B,42.35,Phrase; Exact,54,44.21,2.0
2024-11-22,5,C,21.18,Phrase; Exact,38,25.96,0.0
2024-11-22,23,USA,296.47,Phrase; Exact,47,341.04,0.0
2024-11-23,8,A,63.53,Phrase; Exact,25,56.01,1.0
2024-11-23,14,B,42.35,Phrase; Exact,54,44.07,0.0
2024-11-23,5,C,21.18,Phrase; Exact,30,22.27,0.0
2024-11-23,23,USA,296.47,Phrase; Exact,66,592.91,1.0
2024-11-24,8,A,63.53,Phrase; Exact,32,77.48,0.0
2024-11-24,14,B,42.35,Phrase; Exact,33,28.61,0.0
2024-11-24,5,C,21.18,Phrase; Exact,23,14.77,0.0
2024-11-24,23,USA,296.47,Phrase; Exact,51,568.64,0.0
2024-11-25,9,A,50.0,Phrase; Exact,41,77.1,1.0
2024-11-25,2,B,12.35,Broad,1,0.36,0.0
2024-11-25,15,B,30.0,Phrase; Exact,50,49.2,1.0
2024-11-25,6,C,15.0,Phrase; Exact,24,15.52,0.0
2024-11-25,24,USA,200.0,Phrase; Exact,56,591.98,0.0
2024-11-26,1,A,13.53,Broad,3,4.16,0.0
2024-11-26,9,A,50.0,Phrase; Exact,34,55.22,0.0
2024-11-26,2,B,12.35,Broad,6,4.22,0.0
2024-11-26,15,B,30.0,Phrase; Exact,39,31.66,0.0
2024-11-26,3,C,6.18,Broad,6,2.65,0.0
2024-11-26,6,C,15.0,Phrase; Exact,24,15.7,0.0
2024-11-26,24,USA,200.0,Phrase; Exact,23,232.73,0.0
2024-11-27,1,A,13.53,Broad,3,10.48,1.0
2024-11-27,9,A,50.0,Phrase; Exact,30,50.55,0.0
2024-11-27,2,B,12.35,Broad,15,12.1,0.0
2024-11-27,15,B,30.0,Phrase; Exact,36,30.85,0.5
2024-11-27,3,C,6.18,Broad,12,7.2,0.0
2024-11-27,6,C,15.0,Phrase; Exact,18,15.92,0.0
2024-11-27,19,USA,96.47,Broad,4,11.44,0.0
2024-11-27,24,USA,200.0,Phrase; Exact,26,192.33,0.0
2024-11-28,1,A,13.53,Broad,9,15.41,0.0
2024-11-28,9,A,50.0,Phrase; Exact,19,38.41,1.0
2024-11-28,2,B,12.35,Broad,8,7.03,0.0
2024-11-28,15,B,30.0,Phrase; Exact,40,30.36,0.5
2024-11-28,3,C,6.18,Broad,21,12.36,0.0
2024-11-28,6,C,15.0,Phrase; Exact,19,11.9,0.0
2024-11-28,19,USA,96.47,Broad,4,11.5,0.0
2024-11-28,24,USA,200.0,Phrase; Exact,28,196.73,0.0
2024-11-29,1,A,13.53,Broad,6,15.11,0.0
2024-11-29,9,A,50.0,Phrase; Exact,9,16.1,5.0
2024-11-29,2,B,12.35,Broad,29,24.63,0.0
2024-11-29,15,B,30.0,Phrase; Exact,16,11.58,0.0
2024-11-29,3,C,6.18,Broad,12,8.84,0.0
2024-11-29,6,C,15.0,Phrase; Exact,24,17.13,0.0
2024-11-29,19,USA,96.47,Broad,10,59.07,0.0
2024-11-29,24,USA,200.0,Phrase; Exact,20,241.4,3.0
2024-11-30,1,A,13.53,Broad,8,13.36,0.0
2024-11-30,9,A,50.0,Phrase; Exact,11,24.73,0.0
2024-11-30,2,B,12.35,Broad,26,24.7,0.0
2024-11-30,15,B,30.0,Phrase; Exact,19,11.01,0.0
2024-11-30,3,C,6.18,Broad,9,5.94,0.0
2024-11-30,6,C,15.0,Phrase; Exact,19,14.18,0.0
2024-11-30,19,USA,96.47,Broad,34,192.92,0.0
2024-11-30,24,USA,200.0,Phrase; Exact,18,81.14,0.0
2024-12-01,1,A,13.53,Broad,6,13.55,0.0
2024-12-01,9,A,50.0,Phrase; Exact,21,59.13,0.0
2024-12-01,2,B,12.35,Broad,14,15.69,0.0
2024-12-01,15,B,30.0,Phrase; Exact,41,34.52,1.0
2024-12-01,3,C,6.18,Broad,7,1.96,0.0
2024-12-01,6,C,15.0,Phrase; Exact,17,10.26,0.0
2024-12-01,19,USA,96.47,Broad,14,96.1,0.0
2024-12-01,24,USA,200.0,Phrase; Exact,32,199.79,1.0
2024-12-02,1,A,13.53,Broad,3,7.22,0.0
2024-12-02,9,A,50.0,Phrase; Exact,21,47.03,0.0
2024-12-02,2,B,12.35,Broad,21,15.12,0.0
2024-12-02,15,B,30.0,Phrase; Exact,37,35.29,0.0
2024-12-02,3,C,6.18,Broad,21,10.69,0.0
2024-12-02,6,C,15.0,Phrase; Exact,25,21.21,0.0
2024-12-02,19,USA,96.47,Broad,15,99.57,0.0
2024-12-02,24,USA,200.0,Phrase; Exact,23,206.34,0.0
2024-12-03,1,A,13.53,Broad,14,21.68,0.0
2024-12-03,9,A,50.0,Phrase; Exact,31,69.05,0.0
2024-12-03,2,B,12.35,Broad,13,12.28,0.0
2024-12-03,15,B,30.0,Phrase; Exact,30,34.36,3.0
2024-12-03,3,C,6.18,Broad,11,7.54,0.0
2024-12-03,6,C,15.0,Phrase; Exact,21,16.04,0.0
2024-12-03,19,USA,96.47,Broad,16,103.32,0.0
2024-12-03,24,USA,200.0,Phrase; Exact,27,194.8,0.0
2024-12-04,1,A,13.53,Broad,10,17.29,0.0
2024-12-04,9,A,50.0,Phrase; Exact,24,59.46,0.0
2024-12-04,2,B,12.35,Broad,10,6.09,0.0
2024-12-04,15,B,30.0,Phrase; Exact,39,30.29,3.0
2024-12-04,3,C,6.18,Broad,8,5.73,0.0
2024-12-04,6,C,15.0,Phrase; Exact,21,16.57,0.0
2024-12-04,19,USA,96.47,Broad,22,113.22,0.0
2024-12-04,24,USA,200.0,Phrase; Exact,33,209.75,0.0
2024-12-05,1,A,13.53,Broad,9,13.94,0.0
2024-12-05,9,A,50.0,Phrase; Exact,24,40.47,0.0
2024-12-05,2,B,12.35,Broad,22,14.75,0.0
2024-12-05,15,B,30.0,Phrase; Exact,33,30.31,2.0
2024-12-05,3,C,6.18,Broad,10,4.42,0.0
2024-12-05,6,C,15.0,Phrase; Exact,23,15.41,0.0
2024-12-05,19,USA,96.47,Broad,23,123.78,0.0
2024-12-05,24,USA,200.0,Phrase; Exact,37,217.81,0.0
2024-12-06,1,A,13.53,Broad,2,2.27,0.0
2024-12-06,9,A,50.0,Phrase; Exact,17,31.09,0.0
2024-12-06,2,B,12.35,Broad,17,10.65,0.0
2024-12-06,15,B,30.0,Phrase; Exact,35,32.74,0.0
2024-12-06,3,C,6.18,Broad,9,7.71,0.0
2024-12-06,6,C,15.0,Phrase; Exact,18,13.12,0.0
2024-12-06,19,USA,96.47,Broad,21,112.43,0.0
2024-12-06,24,USA,200.0,Phrase; Exact,29,179.41,0.0
2024-12-07,1,A,13.53,Broad,6,10.95,0.0
2024-12-07,9,A,50.0,Phrase; Exact,26,50.36,0.0
2024-12-07,2,B,12.35,Broad,11,7.47,0.0
2024-12-07,15,B,30.0,Phrase; Exact,32,35.25,0.0
2024-12-07,3,C,6.18,Broad,9,4.93,0.0
2024-12-07,6,C,15.0,Phrase; Exact,15,9.69,0.0
2024-12-07,19,USA,96.47,Broad,4,18.87,0.0
2024-12-07,24,USA,200.0,Phrase; Exact,29,186.32,0.0
2024-12-08,1,A,13.53,Broad,6,10.09,0.0
2024-12-08,9,A,50.0,Phrase; Exact,26,47.41,0.0
2024-12-08,2,B,12.35,Broad,16,19.11,0.0
2024-12-08,15,B,30.0,Phrase; Exact,25,22.35,0.0
2024-12-08,3,C,6.18,Broad,9,5.54,0.0
2024-12-08,6,C,15.0,Phrase; Exact,26,20.08,0.0
2024-12-08,19,USA,96.47,Broad,3,9.69,0.0
2024-12-08,24,USA,200.0,Phrase; Exact,34,249.62,0.0
2024-12-09,1,A,13.53,Broad,12,26.91,0.0
2024-12-09,9,A,50.0,Phrase; Exact,28,57.71,0.0
2024-12-09,2,B,12.35,Broad,16,14.81,0.0
2024-12-09,15,B,30.0,Phrase; Exact,35,29.82,4.0
2024-12-09,3,C,6.18,Broad,16,8.52,0.0
2024-12-09,6,C,15.0,Phrase; Exact,19,16.44,0.0
2024-12-09,19,USA,96.47,Broad,27,195.45,0.0
2024-12-09,24,USA,200.0,Phrase; Exact,24,200.65,3.0
2024-12-10,1,A,13.53,Broad,7,16.68,0.0
2024-12-10,9,A,50.0,Phrase; Exact,28,57.91,0.0
2024-12-10,2,B,12.35,Broad,19,15.44,0.0
2024-12-10,15,B,30.0,Phrase; Exact,35,31.78,0.0
2024-12-10,3,C,6.18,Broad,17,7.41,0.0
2024-12-10,6,C,15.0,Phrase; Exact,20,15.19,0.0
2024-12-10,19,USA,96.47,Broad,19,120.57,0.0
2024-12-10,24,USA,200.0,Phrase; Exact,32,204.66,0.0
2024-12-11,1,A,13.53,Broad,7,10.82,0.0
2024-12-11,9,A,50.0,Phrase; Exact,23,41.59,3.0
2024-12-11,2,B,12.35,Broad,20,15.56,0.0
2024-12-11,15,B,30.0,Phrase; Exact,21,22.16,0.0
2024-12-11,3,C,6.18,Broad,17,6.27,0.0
2024-12-11,6,C,15.0,Phrase; Exact,15,8.62,0.0
2024-12-11,19,USA,96.47,Broad,17,112.65,0.0
2024-12-11,24,USA,200.0,Phrase; Exact,35,178.66,0.0
2024-12-12,1,A,13.53,Broad,8,16.1,0.0
2024-12-12,9,A,50.0,Phrase; Exact,25,60.76,0.0
2024-12-12,2,B,12.35,Broad,14,8.41,0.0
2024-12-12,15,B,30.0,Phrase; Exact,34,31.34,0.0
2024-12-12,3,C,6.18,Broad,17,6.16,0.0
2024-12-12,6,C,15.0,Phrase; Exact,20,14.3,0.0
2024-12-12,19,USA,96.47,Broad,23,110.35,0.0
2024-12-12,24,USA,200.0,Phrase; Exact,26,209.05,0.0
2024-12-13,1,A,13.53,Broad,5,10.33,0.0
2024-12-13,9,A,50.0,Phrase; Exact,26,47.69,0.0
2024-12-13,2,B,12.35,Broad,16,9.88,0.0
2024-12-13,15,B,30.0,Phrase; Exact,34,31.58,0.0
2024-12-13,3,C,6.18,Broad,13,4.54,0.0
2024-12-13,6,C,15.0,Phrase; Exact,31,21.04,0.0
2024-12-13,19,USA,96.47,Broad,11,60.85,0.0
2024-12-13,24,USA,200.0,Phrase; Exact,28,148.01,0.0
2024-12-14,1,A,13.53,Broad,2,3.0,0.0
2024-12-14,9,A,50.0,Phrase; Exact,23,47.66,2.0
2024-12-14,2,B,12.35,Broad,15,8.43,0.0
2024-12-14,15,B,30.0,Phrase; Exact,30,23.92,0.0
2024-12-14,3,C,6.18,Broad,17,6.96,0.0
2024-12-14,6,C,15.0,Phrase; Exact,22,17.47,0.0
2024-12-14,19,USA,96.47,Broad,8,29.72,0.0
2024-12-14,24,USA,200.0,Phrase; Exact,30,167.09,0.0
2024-12-15,1,A,13.53,Broad,12,26.06,0.0
2024-12-15,9,A,50.0,Phrase; Exact,23,51.71,0.0
2024-12-15,2,B,12.35,Broad,24,14.91,0.0
2024-12-15,15,B,30.0,Phrase; Exact,45,32.08,0.0
2024-12-15,3,C,6.18,Broad,14,5.82,0.0
2024-12-15,6,C,15.0,Phrase; Exact,19,16.63,0.0
2024-12-15,19,USA,96.47,Broad,25,167.62,1.0
2024-12-15,24,USA,200.0,Phrase; Exact,21,127.3,0.0
2024-12-16,1,A,13.53,Broad,7,17.32,0.0
2024-12-16,9,A,50.0,Phrase; Exact,21,44.59,4.0
2024-12-16,2,B,12.35,Broad,23,12.86,0.0
2024-12-16,15,B,30.0,Phrase; Exact,42,31.02,0.0
2024-12-16,3,C,6.18,Broad,14,6.74,0.0
2024-12-16,6,C,15.0,Phrase; Exact,27,15.44,0.0
2024-12-16,19,USA,96.47,Broad,17,109.68,0.0
2024-12-16,24,USA,200.0,Phrase; Exact,51,364.86,0.0
2024-12-17,1,A,13.53,Broad,9,16.0,0.0
2024-12-17,9,A,50.0,Phrase; Exact,22,47.42,0.0
2024-12-17,2,B,12.35,Broad,19,12.53,0.0
2024-12-17,15,B,30.0,Phrase; Exact,33,23.3,0.0
2024-12-17,3,C,6.18,Broad,14,6.32,0.0
2024-12-17,6,C,15.0,Phrase; Exact,19,15.64,0.0
2024-12-17,19,USA,96.47,Broad,18,105.25,2.0
2024-12-17,24,USA,200.0,Phrase; Exact,33,229.45,3.0
2024-12-18,1,A,13.53,Broad,3,9.38,0.0
2024-12-18,9,A,50.0,Phrase; Exact,21,39.44,0.0
2024-12-18,2,B,12.35,Broad,21,14.22,0.0
2024-12-18,15,B,30.0,Phrase; Exact,41,27.95,0.0
2024-12-18,3,C,6.18,Broad,16,5.16,0.0
2024-12-18,6,C,15.0,Phrase; Exact,20,9.28,0.0
2024-12-18,19,USA,96.47,Broad,15,68.68,0.0
2024-12-18,24,USA,200.0,Phrase; Exact,33,181.21,0.0
2024-12-19,1,A,13.53,Broad,6,7.23,0.0
2024-12-19,9,A,50.0,Phrase; Exact,26,47.75,2.0
2024-12-19,2,B,12.35,Broad,20,12.32,0.0
2024-12-19,15,B,30.0,Phrase; Exact,44,35.85,1.0
2024-12-19,3,C,6.18,Broad,18,6.33,0.0
2024-12-19,6,C,15.0,Phrase; Exact,24,13.64,0.0
2024-12-19,19,USA,96.47,Broad,23,109.46,0.0
2024-12-19,24,USA,200.0,Phrase; Exact,36,225.2,0.0
2024-12-20,1,A,13.53,Broad,9,11.45,0.0
2024-12-20,9,A,50.0,Phrase; Exact,24,58.61,0.0
2024-12-20,2,B,12.35,Broad,12,9.61,0.0
2024-12-20,15,B,30.0,Phrase; Exact,31,32.28,2.0
2024-12-20,3,C,6.18,Broad,17,6.37,0.0
2024-12-20,6,C,15.0,Phrase; Exact,21,16.36,0.0
2024-12-20,19,USA,96.47,Broad,4,22.27,0.0
2024-12-20,24,USA,200.0,Phrase; Exact,38,229.79,0.0
2024-12-21,1,A,13.53,Broad,2,5.02,0.0
2024-12-21,9,A,50.0,Phrase; Exact,8,12.25,0.0
2024-12-21,2,B,12.35,Broad,16,9.9,0.0
2024-12-21,15,B,30.0,Phrase; Exact,30,22.05,1.0
2024-12-21,3,C,6.18,Broad,15,6.23,0.0
2024-12-21,6,C,15.0,Phrase; Exact,18,11.28,0.0
2024-12-21,19,USA,96.47,Broad,27,159.5,0.0
2024-12-21,24,USA,200.0,Phrase; Exact,21,127.36,0.0
2024-12-22,1,A,13.53,Broad,8,16.11,0.0
2024-12-22,9,A,50.0,Phrase; Exact,25,71.37,0.0
2024-12-22,2,B,12.35,Broad,24,13.21,0.0
2024-12-22,15,B,30.0,Phrase; Exact,39,33.18,0.0
2024-12-22,3,C,6.18,Broad,18,6.01,0.0
2024-12-22,6,C,15.0,Phrase; Exact,23,17.84,0.0
2024-12-22,19,USA,96.47,Broad,16,120.72,0.0
2024-12-22,24,USA,200.0,Phrase; Exact,21,115.41,0.0
2024-12-23,1,A,13.53,Broad,12,23.06,0.0
2024-12-23,9,A,50.0,Phrase; Exact,21,60.52,3.0
2024-12-23,2,B,12.35,Broad,18,12.16,1.0
2024-12-23,15,B,30.0,Phrase; Exact,28,22.54,1.0
2024-12-23,3,C,6.18,Broad,17,5.79,0.0
2024-12-23,6,C,15.0,Phrase; Exact,21,16.45,0.0
2024-12-23,19,USA,96.47,Broad,18,103.66,0.0
2024-12-23,24,USA,200.0,Phrase; Exact,32,259.93,0.0
2024-12-24,1,A,13.53,Broad,6,15.0,0.0
2024-12-24,9,A,50.0,Phrase; Exact,23,55.79,0.0
2024-12-24,2,B,12.35,Broad,12,4.73,0.0
2024-12-24,15,B,30.0,Phrase; Exact,38,32.83,0.0
2024-12-24,3,C,6.18,Broad,7,3.49,0.0
2024-12-24,6,C,15.0,Phrase; Exact,22,15.51,0.0
2024-12-24,19,USA,96.47,Broad,12,55.63,0.0
2024-12-24,24,USA,200.0,Phrase; Exact,32,228.39,0.0
2024-12-25,1,A,13.53,Broad,3,6.44,0.0
2024-12-25,9,A,50.0,Phrase; Exact,16,39.0,0.0
2024-12-25,2,B,12.35,Broad,20,13.1,0.0
2024-12-25,15,B,30.0,Phrase; Exact,36,27.46,0.0
2024-12-25,3,C,6.18,Broad,9,3.35,0.0
2024-12-25,6,C,15.0,Phrase; Exact,25,15.15,0.0
2024-12-25,19,USA,96.47,Broad,10,89.56,0.0
2024-12-25,24,USA,200.0,Phrase; Exact,28,204.0,0.0
2024-12-26,1,A,13.53,Broad,7,7.71,0.0
2024-12-26,9,A,50.0,Phrase; Exact,27,54.88,0.0
2024-12-26,2,B,12.35,Broad,21,13.87,1.0
2024-12-26,15,B,30.0,Phrase; Exact,37,31.49,0.0
2024-12-26,3,C,6.18,Broad,21,11.21,0.0
2024-12-26,6,C,15.0,Phrase; Exact,27,14.55,0.0
2024-12-26,19,USA,96.47,Broad,18,110.82,0.0
2024-12-26,24,USA,200.0,Phrase; Exact,33,203.24,0.0
2024-12-27,1,A,13.53,Broad,11,25.44,0.0
2024-12-27,9,A,50.0,Phrase; Exact,26,56.25,0.0
2024-12-27,2,B,12.35,Broad,19,15.6,1.0
2024-12-27,15,B,30.0,Phrase; Exact,35,31.08,0.0
2024-12-27,3,C,6.18,Broad,15,6.86,0.0
2024-12-27,6,C,15.0,Phrase; Exact,19,13.84,1.0
2024-12-27,19,USA,96.47,Broad,15,84.96,0.0
2024-12-27,24,USA,200.0,Phrase; Exact,23,193.19,0.0
2024-12-28,1,A,13.53,Broad,8,13.16,0.0
2024-12-28,9,A,50.0,Phrase; Exact,19,46.14,0.0
2024-12-28,2,B,12.35,Broad,14,5.88,0.0
2024-12-28,15,B,30.0,Phrase; Exact,36,28.99,2.0
2024-12-28,3,C,6.18,Broad,12,5.79,0.0
2024-12-28,6,C,15.0,Phrase; Exact,12,8.75,0.0
2024-12-28,19,USA,96.47,Broad,13,100.19,0.0
2024-12-28,24,USA,200.0,Phrase; Exact,30,196.31,0.0
2024-12-29,1,A,13.53,Broad,9,13.83,0.0
2024-12-29,9,A,50.0,Phrase; Exact,22,44.78,0.0
2024-12-29,2,B,12.35,Broad,20,13.77,0.0
2024-12-29,15,B,30.0,Phrase; Exact,33,28.02,0.0
2024-12-29,3,C,6.18,Broad,11,5.34,0.0
2024-12-29,6,C,15.0,Phrase; Exact,14,8.22,0.0
2024-12-29,19,USA,96.47,Broad,16,88.84,0.0
2024-12-29,24,USA,200.0,Phrase; Exact,31,171.99,0.0
2024-12-30,1,A,13.53,Broad,6,8.47,0.0
2024-12-30,9,A,50.0,Phrase; Exact,26,42.43,0.0
2024-12-30,2,B,12.35,Broad,27,13.99,0.0
2024-12-30,15,B,30.0,Phrase; Exact,30,24.59,2.0
2024-12-30,3,C,6.18,Broad,13,3.66,0.0
2024-12-30,6,C,15.0,Phrase; Exact,22,11.25,0.0
2024-12-30,19,USA,96.47,Broad,13,75.62,0.0
2024-12-30,24,USA,200.0,Phrase; Exact,29,148.14,0.0
2024-12-31,1,A,13.53,Broad,6,6.08,0.0
2024-12-31,9,A,50.0,Phrase; Exact,20,21.98,0.0
2024-12-31,2,B,12.35,Broad,16,9.05,0.0
2024-12-31,15,B,30.0,Phrase; Exact,28,21.24,0.0
2024-12-31,3,C,6.18,Broad,4,1.48,0.0
2024-12-31,6,C,15.0,Phrase; Exact,29,20.14,0.0
2024-12-31,19,USA,96.47,Broad,14,51.5,0.0
2024-12-31,24,USA,200.0,Phrase; Exact,18,126.51,0.0
2025-01-01,1,A,13.53,Broad,4,9.71,0.0
2025-01-01,9,A,50.0,Phrase; Exact,15,23.72,0.0
2025-01-01,2,B,12.35,Broad,17,7.98,0.0
2025-01-01,15,B,30.0,Phrase; Exact,24,15.07,0.0
2025-01-01,3,C,6.18,Broad,16,7.33,0.0
2025-01-01,6,C,15.0,Phrase; Exact,27,18.02,0.0
2025-01-01,19,USA,96.47,Broad,20,107.51,0.0
2025-01-01,24,USA,200.0,Phrase; Exact,26,201.47,0.0
2025-01-02,1,A,13.53,Broad,11,18.63,0.0
2025-01-02,9,A,50.0,Phrase; Exact,31,79.33,4.0
2025-01-02,2,B,12.35,Broad,29,17.42,0.0
2025-01-02,15,B,30.0,Phrase; Exact,51,43.25,0.0
2025-01-02,3,C,6.18,Broad,16,7.55,0.0
2025-01-02,6,C,15.0,Phrase; Exact,26,18.28,0.0
2025-01-02,19,USA,96.47,Broad,20,94.79,0.0
2025-01-02,24,USA,200.0,Phrase; Exact,38,207.2,0.0
2025-01-03,1,A,13.53,Broad,11,16.32,0.0
2025-01-03,9,A,50.0,Phrase; Exact,30,58.06,0.0
2025-01-03,2,B,12.35,Broad,22,11.55,0.0
2025-01-03,15,B,30.0,Phrase; Exact,44,31.84,0.0
2025-01-03,3,C,6.18,Broad,14,6.23,0.0
2025-01-03,6,C,15.0,Phrase; Exact,29,13.65,0.0
2025-01-03,19,USA,96.47,Broad,16,96.86,0.0
2025-01-03,24,USA,200.0,Phrase; Exact,35,207.95,0.0
2025-01-04,1,A,13.53,Broad,4,15.18,0.0
2025-01-04,9,A,50.0,Phrase; Exact,33,56.26,0.0
2025-01-04,2,B,12.35,Broad,21,11.14,0.0
2025-01-04,15,B,30.0,Phrase; Exact,40,29.15,2.0
2025-01-04,3,C,6.18,Broad,10,3.8,0.0
2025-01-04,6,C,15.0,Phrase; Exact,27,16.57,0.0
2025-01-04,19,USA,96.47,Broad,10,38.39,0.0
2025-01-04,24,USA,200.0,Phrase; Exact,35,199.58,1.0
2025-01-05,1,A,13.53,Broad,3,4.68,0.0
2025-01-05,9,A,50.0,Phrase; Exact,24,37.42,0.0
2025-01-05,2,B,12.35,Broad,23,14.2,0.0
2025-01-05,15,B,30.0,Phrase; Exact,42,30.61,4.0
2025-01-05,3,C,6.18,Broad,14,4.47,1.0
2025-01-05,6,C,15.0,Phrase; Exact,11,8.8,0.0
2025-01-05,19,USA,96.47,Broad,19,147.06,0.0
2025-01-05,24,USA,200.0,Phrase; Exact,27,141.45,0.0
2025-01-06,1,A,13.53,Broad,7,9.18,0.0
2025-01-06,9,A,50.0,Phrase; Exact,34,57.44,0.0
2025-01-06,2,B,12.35,Broad,26,12.26,0.0
2025-01-06,15,B,30.0,Phrase; Exact,43,33.36,0.0
2025-01-06,3,C,6.18,Broad,16,9.19,0.0
2025-01-06,6,C,15.0,Phrase; Exact,29,18.56,0.0
2025-01-06,19,USA,96.47,Broad,17,107.82,0.0
2025-01-06,24,USA,200.0,Phrase; Exact,39,283.67,1.0
2025-01-07,1,A,13.53,Broad,11,21.83,0.0
2025-01-07,9,A,50.0,Phrase; Exact,31,55.89,0.0
2025-01-07,2,B,12.35,Broad,22,12.42,0.0
2025-01-07,15,B,30.0,Phrase; Exact,39,30.84,0.0
2025-01-07,3,C,6.18,Broad,14,6.17,0.0
2025-01-07,6,C,15.0,Phrase; Exact,28,18.38,0.0
2025-01-07,19,USA,96.47,Broad,8,47.79,1.0
2025-01-07,24,USA,200.0,Phrase; Exact,33,172.52,1.0
2025-01-08,1,A,13.53,Broad,7,13.57,0.0
2025-01-08,9,A,50.0,Phrase; Exact,32,51.44,2.0
2025-01-08,2,B,12.35,Broad,21,13.74,0.0
2025-01-08,15,B,30.0,Phrase; Exact,42,31.61,1.0
2025-01-08,3,C,6.18,Broad,10,4.35,0.0
2025-01-08,6,C,15.0,Phrase; Exact,23,12.53,0.0
2025-01-08,19,USA,96.47,Broad,9,47.85,0.0
2025-01-08,24,USA,200.0,Phrase; Exact,39,201.34,1.0
2025-01-09,1,A,13.53,Broad,6,8.12,0.0
2025-01-09,9,A,50.0,Phrase; Exact,33,49.9,0.0
2025-01-09,2,B,12.35,Broad,19,12.17,0.0
2025-01-09,15,B,30.0,Phrase; Exact,43,27.5,0.0
2025-01-09,3,C,6.18,Broad,15,7.48,0.0
2025-01-09,6,C,15.0,Phrase; Exact,20,13.34,0.0
2025-01-09,19,USA,96.47,Broad,27,191.77,0.0
2025-01-09,24,USA,200.0,Phrase; Exact,35,180.2,0.0
2025-01-10,1,A,13.53,Broad,9,10.23,0.0
2025-01-10,9,A,50.0,Phrase; Exact,43,58.95,2.0
2025-01-10,2,B,12.35,Broad,27,12.07,0.0
2025-01-10,15,B,30.0,Phrase; Exact,44,31.03,0.0
2025-01-10,3,C,6.18,Broad,18,7.97,0.0
2025-01-10,6,C,15.0,Phrase; Exact,27,17.48,1.0
2025-01-10,19,USA,96.47,Broad,19,125.02,5.0
2025-01-10,24,USA,200.0,Phrase; Exact,37,278.46,0.0
2025-01-11,1,A,13.53,Broad,13,20.55,0.0
2025-01-11,9,A,50.0,Phrase; Exact,24,26.53,0.0
2025-01-11,2,B,12.35,Broad,22,13.64,0.0
2025-01-11,15,B,30.0,Phrase; Exact,37,25.08,1.0
2025-01-11,3,C,6.18,Broad,19,7.48,0.0
2025-01-11,6,C,15.0,Phrase; Exact,23,14.12,0.0
2025-01-11,19,USA,96.47,Broad,20,92.68,0.0
2025-01-11,24,USA,200.0,Phrase; Exact,25,153.29,0.0
2025-01-12,1,A,13.53,Broad,13,19.54,0.0
2025-01-12,9,A,50.0,Phrase; Exact,24,35.5,1.0
2025-01-12,2,B,12.35,Broad,24,13.58,0.0
2025-01-12,15,B,30.0,Phrase; Exact,37,33.21,0.0
2025-01-12,3,C,6.18,Broad,15,5.35,0.0
2025-01-12,6,C,15.0,Phrase; Exact,25,13.73,4.0
2025-01-12,19,USA,96.47,Broad,16,77.41,0.0
2025-01-12,24,USA,200.0,Phrase; Exact,22,134.46,1.0
2025-01-13,1,A,13.53,Broad,13,17.09,0.0
2025-01-13,9,A,50.0,Phrase; Exact,36,59.88,1.0
2025-01-13,2,B,12.35,Broad,26,12.34,0.0
2025-01-13,15,B,30.0,Phrase; Exact,42,35.71,1.0
2025-01-13,3,C,6.18,Broad,10,2.67,0.0
2025-01-13,6,C,15.0,Phrase; Exact,25,15.52,0.0
2025-01-13,19,USA,96.47,Broad,22,124.04,0.0
2025-01-13,24,USA,200.0,Phrase; Exact,46,288.63,0.0
2025-01-14,1,A,13.53,Broad,11,13.86,0.0
2025-01-14,9,A,50.0,Phrase; Exact,40,65.19,0.0
2025-01-14,2,B,12.35,Broad,22,10.87,0.0
2025-01-14,15,B,30.0,Phrase; Exact,48,29.21,0.0
2025-01-14,3,C,6.18,Broad,15,6.9,0.0
2025-01-14,6,C,15.0,Phrase; Exact,25,15.28,1.0
2025-01-14,19,USA,96.47,Broad,14,95.44,0.0
