date,region,keyword,campaign,match_type,clicks,cost,all_conv,currency_code,first_page_cpc
2024-12-04,USA,thinking in systems a primer,Course - System Thinking - Run 16 - Search - Lead Gen - US - Exact,Exact,1,3.05,0.0,USD,
2024-12-04,USA,what is system thinking,Course - System Thinking - Run 16 - Search - Lead Gen - US - Exact,Exact,1,2.67,0.0,USD,
2024-12-05,A,project management cert,Course - System Thinking - Run 14 - Search - Lead Gen - A - Broad,Broad,4,5.52,0.0,USD,
2024-12-05,A,project management methodologies,Course - System Thinking - Run 14 - Search - Lead Gen - A - Broad,Broad,1,2.22,0.0,USD,
2024-12-05,A,system design certification,Course - System Thinking - Run 14 - Search - Lead Gen - A - Broad,Broad,1,2.94,0.0,USD,
2024-12-05,A,systems thinking course,Course - System Thinking - Run 14 - Search - Lead Gen - A - Broad,Broad,3,3.26,0.0,USD,
2024-12-05,A,how to develop problem solving skills,Course - System Thinking - Run 16 - Search - Lead Gen - A - Exact & Phrase,Phrase,1,0.88,0.0,USD,
2024-12-05,A,lms learning program,Course - System Thinking - Run 16 - Search - Lead Gen - A - Exact & Phrase,Phrase,10,18.98,0.0,USD,
2024-12-05,A,mit system dynamics course,Course - System Thinking - Run 16 - Search - Lead Gen - A - Exact & Phrase,Exact,1,0.71,0.0,USD,
2024-12-05,A,project management program,Course - System Thinking - Run 16 - Search - Lead Gen - A - Exact & Phrase,Phrase,1,2.16,0.0,USD,
2024-12-05,A,project manager course,Course - System Thinking - Run 16 - Search - Lead Gen - A - Exact & Phrase,Phrase,1,3.5,0.0,USD,
2024-12-05,A,system design,Course - System Thinking - Run 16 - Search - Lead Gen - A - Exact & Phrase,Phrase,1,0.57,0.0,USD,
2024-12-05,A,systems thinking certification,Course - System Thinking - Run 16 - Search - Lead Gen - A - Exact & Phrase,Exact,1,1.05,0.0,USD,
2024-12-05,A,systems thinking course,Course - System Thinking - Run 16 - Search - Lead Gen - A - Exact & Phrase,Exact,3,3.04,0.0,USD,
2024-12-05,A,systems thinking courses,Course - System Thinking - Run 16 - Search - Lead Gen - A - Exact & Phrase,Phrase,1,1.46,0.0,USD,
2024-12-05,A,systems thinking in business,Course - System Thinking - Run 16 - Search - Lead Gen - A - Exact & Phrase,Phrase,3,3.49,0.0,USD,
2024-12-05,A,systems thinking mit,Course - System Thinking - Run 16 - Search - Lead Gen - A - Exact & Phrase,Exact,1,4.63,0.0,USD,
2024-12-05,B,best critical thinking courses,Course - System Thinking - Run 14 - Search - Lead Gen - B - Broad,Broad,4,2.05,0.0,USD,
2024-12-05,B,business systems course,Course - System Thinking - Run 14 - Search - Lead Gen - B - Broad,Broad,3,2.38,0.0,USD,
2024-12-05,B,project management cert,Course - System Thinking - Run 14 - Search - Lead Gen - B - Broad,Broad,3,2.15,0.0,USD,
2024-12-05,B,project management methodologies,Course - System Thinking - Run 14 - Search - Lead Gen - B - Broad,Broad,2,1.45,0.0,USD,
2024-12-05,B,system design certification,Course - System Thinking - Run 14 - Search - Lead Gen - B - Broad,Broad,4,1.21,0.0,USD,
2024-12-05,B,system dynamics course,Course - System Thinking - Run 14 - Search - Lead Gen - B - Broad,Broad,1,0.43,0.0,USD,
2024-12-05,B,systems thinking course,Course - System Thinking - Run 14 - Search - Lead Gen - B - Broad,Broad,5,5.08,0.0,USD,
2024-12-05,B,best project management certification,Course - System Thinking - Run 16 - Search - Lead Gen - B - Exact & Phrase,Phrase,2,3.0,0.0,USD,
2024-12-05,B,certificate course on business management,Course - System Thinking - Run 16 - Search - Lead Gen - B - Exact & Phrase,Phrase,2,1.87,0.0,USD,
2024-12-05,B,lean manufacturing online course,Course - System Thinking - Run 16 - Search - Lead Gen - B - Exact & Phrase,Phrase,1,2.28,0.0,USD,
2024-12-05,B,learn system architecture,Course - System Thinking - Run 16 - Search - Lead Gen - B - Exact & Phrase,Phrase,1,0.2,0.0,USD,
2024-12-05,B,lms learning program,Course - System Thinking - Run 16 - Search - Lead Gen - B - Exact & Phrase,Phrase,1,0.64,0.0,USD,
2024-12-05,B,mit systems thinking,Course - System Thinking - Run 16 - Search - Lead Gen - B - Exact & Phrase,Exact,2,2.16,2.0,USD,
2024-12-05,B,pmp training,Course - System Thinking - Run 16 - Search - Lead Gen - B - Exact & Phrase,Phrase,1,0.95,0.0,USD,
2024-12-05,B,product management courses,Course - System Thinking - Run 16 - Search - Lead Gen - B - Exact & Phrase,Phrase,1,0.65,0.0,USD,
2024-12-05,B,project management cert,Course - System Thinking - Run 16 - Search - Lead Gen - B - Exact & Phrase,Phrase,2,1.99,0.0,USD,
2024-12-05,B,project management training,Course - System Thinking - Run 16 - Search - Lead Gen - B - Exact & Phrase,Phrase,1,0.32,0.0,USD,
2024-12-05,B,project manager course,Course - System Thinking - Run 16 - Search - Lead Gen - B - Exact & Phrase,Phrase,6,5.6,0.0,USD,
2024-12-05,B,scrum master certification,Course - System Thinking - Run 16 - Search - Lead Gen - B - Exact & Phrase,Phrase,1,1.28,0.0,USD,
2024-12-05,B,skills for a project manager,Course - System Thinking - Run 16 - Search - Lead Gen - B - Exact & Phrase,Phrase,1,0.39,0.0,USD,
2024-12-05,B,system dynamics course,Course - System Thinking - Run 16 - Search - Lead Gen - B - Exact & Phrase,Exact,1,0.92,0.0,USD,
2024-12-05,B,system dynamics tools,Course - System Thinking - Run 16 - Search - Lead Gen - B - Exact & Phrase,Phrase,1,0.48,0.0,USD,
2024-12-05,B,systems thinking courses,Course - System Thinking - Run 16 - Search - Lead Gen - B - Exact & Phrase,Phrase,1,1.42,0.0,USD,
2024-12-05,B,systems thinking education,Course - System Thinking - Run 16 - Search - Lead Gen - B - Exact & Phrase,Phrase,1,0.24,0.0,USD,
2024-12-05,B,systems thinking mit,Course - System Thinking - Run 16 - Search - Lead Gen - B - Exact & Phrase,Exact,3,4.4,0.0,USD,
2024-12-05,B,technical project management courses,Course - System Thinking - Run 16 - Search - Lead Gen - B - Exact & Phrase,Phrase,1,0.5,0.0,USD,
2024-12-05,B,what is system thinking,Course - System Thinking - Run 16 - Search - Lead Gen - B - Exact & Phrase,Exact,3,1.02,0.0,USD,
2024-12-05,C,best critical thinking courses,Course - System Thinking - Run 14 - Search - Lead Gen - C - Broad,Broad,2,1.01,0.0,USD,
2024-12-05,C,project management cert,Course - System Thinking - Run 14 - Search - Lead Gen - C - Broad,Broad,4,1.61,0.0,USD,
2024-12-05,C,system design certification,Course - System Thinking - Run 14 - Search - Lead Gen - C - Broad,Broad,2,0.89,0.0,USD,
2024-12-05,C,systems thinking course,Course - System Thinking - Run 14 - Search - Lead Gen - C - Broad,Broad,2,0.91,0.0,USD,
2024-12-05,C,best critical thinking courses,Course - System Thinking - Run 14 - Search - Lead Gen - C - Exact & Phrase,Exact,1,0.36,0.0,USD,
2024-12-05,C,construction management courses,Course - System Thinking - Run 14 - Search - Lead Gen - C - Exact & Phrase,Phrase,1,0.35,0.0,USD,
2024-12-05,C,digital project manager certification,Course - System Thinking - Run 14 - Search - Lead Gen - C - Exact & Phrase,Phrase,1,0.48,0.0,USD,
2024-12-05,C,how to develop problem solving skills,Course - System Thinking - Run 14 - Search - Lead Gen - C - Exact & Phrase,Phrase,2,1.53,0.0,USD,
2024-12-05,C,how to learn to think strategically,Course - System Thinking - Run 14 - Search - Lead Gen - C - Exact & Phrase,Phrase,3,2.35,0.0,USD,
2024-12-05,C,learn product management,Course - System Thinking - Run 14 - Search - Lead Gen - C - Exact & Phrase,Phrase,1,0.72,0.0,USD,
2024-12-05,C,logical thinking training,Course - System Thinking - Run 14 - Search - Lead Gen - C - Exact & Phrase,Phrase,1,1.18,0.0,USD,
2024-12-05,C,mit project management,Course - System Thinking - Run 14 - Search - Lead Gen - C - Exact & Phrase,Exact,1,0.89,0.0,USD,
2024-12-05,C,product development courses,Course - System Thinking - Run 14 - Search - Lead Gen - C - Exact & Phrase,Exact,1,0.72,0.0,USD,
2024-12-05,C,project management cert,Course - System Thinking - Run 14 - Search - Lead Gen - C - Exact & Phrase,Phrase,2,1.06,0.0,USD,
2024-12-05,C,project management online course,Course - System Thinking - Run 14 - Search - Lead Gen - C - Exact & Phrase,Phrase,2,1.21,0.0,USD,
2024-12-05,C,project manager course,Course - System Thinking - Run 14 - Search - Lead Gen - C - Exact & Phrase,Phrase,1,1.11,0.0,USD,
2024-12-05,C,system design,Course - System Thinking - Run 14 - Search - Lead Gen - C - Exact & Phrase,Phrase,1,0.22,0.0,USD,
2024-12-05,C,system design certification,Course - System Thinking - Run 14 - Search - Lead Gen - C - Exact & Phrase,Phrase,1,0.25,0.0,USD,
2024-12-05,C,system engineering online course,Course - System Thinking - Run 14 - Search - Lead Gen - C - Exact & Phrase,Exact,1,1.4,0.0,USD,
2024-12-05,C,systems thinking certificate,Course - System Thinking - Run 14 - Search - Lead Gen - C - Exact & Phrase,Phrase,1,1.17,0.0,USD,
2024-12-05,C,systems thinking courses,Course - System Thinking - Run 14 - Search - Lead Gen - C - Exact & Phrase,Phrase,1,0.19,0.0,USD,
2024-12-05,C,thinking in systems a primer,Course - System Thinking - Run 14 - Search - Lead Gen - C - Exact & Phrase,Exact,1,0.22,0.0,USD,
2024-12-05,USA,best critical thinking courses,Course - System Thinking - Run 16 - Search - Lead Gen - US - Broad,Broad,2,7.72,0.0,USD,
2024-12-05,USA,business systems course,Course - System Thinking - Run 16 - Search - Lead Gen - US - Broad,Broad,2,9.86,0.0,USD,
2024-12-05,USA,project management cert,Course - System Thinking - Run 16 - Search - Lead Gen - US - Broad,Broad,2,16.8,0.0,USD,
2024-12-05,USA,project management methodologies,Course - System Thinking - Run 16 - Search - Lead Gen - US - Broad,Broad,1,8.81,0.0,USD,
2024-12-05,USA,system architecture program,Course - System Thinking - Run 16 - Search - Lead Gen - US - Broad,Broad,1,5.91,0.0,USD,
2024-12-05,USA,system design certification,Course - System Thinking - Run 16 - Search - Lead Gen - US - Broad,Broad,2,9.48,0.0,USD,
2024-12-05,USA,system dynamics course,Course - System Thinking - Run 16 - Search - Lead Gen - US - Broad,Broad,1,6.65,0.0,USD,
2024-12-05,USA,systems thinking course,Course - System Thinking - Run 16 - Search - Lead Gen - US - Broad,Broad,12,58.55,0.0,USD,
2024-12-05,USA,best critical thinking courses,Course - System Thinking - Run 16 - Search - Lead Gen - US - Exact,Exact,2,13.56,0.0,USD,
2024-12-05,USA,construction management courses,Course - System Thinking - Run 16 - Search - Lead Gen - US - Exact,Phrase,1,5.14,0.0,USD,
2024-12-05,USA,critical thinking and problem solving,Course - System Thinking - Run 16 - Search - Lead Gen - US - Exact,Phrase,2,8.59,0.0,USD,
2024-12-05,USA,critical thinking class,Course - System Thinking - Run 16 - Search - Lead Gen - US - Exact,Phrase,2,7.72,0.0,USD,
2024-12-05,USA,enterprise architecture certification,Course - System Thinking - Run 16 - Search - Lead Gen - US - Exact,Phrase,1,2.81,0.0,USD,
2024-12-05,USA,how to develop problem solving skills,Course - System Thinking - Run 16 - Search - Lead Gen - US - Exact,Phrase,1,4.83,0.0,USD,
2024-12-05,USA,how to learn to think strategically,Course - System Thinking - Run 16 - Search - Lead Gen - US - Exact,Phrase,1,4.32,0.0,USD,
2024-12-05,USA,learn product management,Course - System Thinking - Run 16 - Search - Lead Gen - US - Exact,Phrase,2,11.7,0.0,USD,
2024-12-05,USA,learning system design,Course - System Thinking - Run 16 - Search - Lead Gen - US - Exact,Exact,3,12.89,0.0,USD,
2024-12-05,USA,logical thinking training,Course - System Thinking - Run 16 - Search - Lead Gen - US - Exact,Phrase,1,5.18,0.0,USD,
2024-12-05,USA,mit systems thinking,Course - System Thinking - Run 16 - Search - Lead Gen - US - Exact,Exact,1,0.48,0.0,USD,
2024-12-05,USA,mit xpro systems thinking,Course - System Thinking - Run 16 - Search - Lead Gen - US - Exact,Exact,1,29.25,0.0,USD,
2024-12-05,USA,phd systems thinking,Course - System Thinking - Run 16 - Search - Lead Gen - US - Exact,Exact,1,7.84,0.0,USD,
2024-12-05,USA,pmp training,Course - System Thinking - Run 16 - Search - Lead Gen - US - Exact,Phrase,1,5.47,0.0,USD,
2024-12-05,USA,product development courses,Course - System Thinking - Run 16 - Search - Lead Gen - US - Exact,Phrase,1,4.78,0.0,USD,
2024-12-05,USA,project management cert,Course - System Thinking - Run 16 - Search - Lead Gen - US - Exact,Phrase,1,6.95,0.0,USD,
2024-12-05,USA,project management techniques,Course - System Thinking - Run 16 - Search - Lead Gen - US - Exact,Phrase,1,7.9,0.0,USD,
2024-12-05,USA,project management training,Course - System Thinking - Run 16 - Search - Lead Gen - US - Exact,Phrase,2,12.56,0.0,USD,
2024-12-05,USA,project manager course,Course - System Thinking - Run 16 - Search - Lead Gen - US - Exact,Phrase,1,8.51,0.0,USD,
2024-12-05,USA,sysml,Course - System Thinking - Run 16 - Search - Lead Gen - US - Exact,Exact,1,2.21,0.0,USD,
2024-12-05,USA,system architecture course,Course - System Thinking - Run 16 - Search - Lead Gen - US - Exact,Phrase,1,5.11,0.0,USD,
2024-12-05,USA,system design,Course - System Thinking - Run 16 - Search - Lead Gen - US - Exact,Phrase,1,11.25,0.0,USD,
2024-12-05,USA,system dynamics course,Course - System Thinking - Run 16 - Search - Lead Gen - US - Exact,Exact,1,8.96,0.0,USD,
2024-12-05,USA,systems thinking certificate,Course - System Thinking - Run 16 - Search - Lead Gen - US - Exact,Phrase,1,5.08,0.0,USD,
2024-12-05,USA,systems thinking in business,Course - System Thinking - Run 16 - Search - Lead Gen - US - Exact,Phrase,2,10.71,0.0,USD,
2024-12-05,USA,technical project management,Course - System Thinking - Run 16 - Search - Lead Gen - US - Exact,Phrase,1,4.27,0.0,USD,
2024-12-05,USA,what is system thinking,Course - System Thinking - Run 16 - Search - Lead Gen - US - Exact,Exact,1,3.28,0.0,USD,
2024-12-05,USA,what is system thinking,Course - System Thinking - Run 16 - Search - Lead Gen - US - Exact,Phrase,2,6.46,0.0,USD,
2024-12-06,A,system dynamics course,Course - System Thinking - Run 14 - Search - Lead Gen - A - Broad,Broad,2,2.27,0.0,USD,
2024-12-06,A,best critical thinking courses,Course - System Thinking - Run 16 - Search - Lead Gen - A - Exact & Phrase,Exact,1,2.99,0.0,USD,
2024-12-06,A,lms learning program,Course - System Thinking - Run 16 - Search - Lead Gen - A - Exact & Phrase,Phrase,5,12.3,0.0,USD,
2024-12-06,A,mit systems thinking,Course - System Thinking - Run 16 - Search - Lead Gen - A - Exact & Phrase,Exact,1,1.21,0.0,USD,
2024-12-06,A,project management cert,Course - System Thinking - Run 16 - Search - Lead Gen - A - Exact & Phrase,Phrase,1,2.15,0.0,USD,
2024-12-06,A,project management techniques,Course - System Thinking - Run 16 - Search - Lead Gen - A - Exact & Phrase,Phrase,1,1.07,0.0,USD,
2024-12-06,A,project management training,Course - System Thinking - Run 16 - Search - Lead Gen - A - Exact & Phrase,Exact,1,0.85,0.0,USD,
2024-12-06,A,system dynamics course,Course - System Thinking - Run 16 - Search - Lead Gen - A - Exact & Phrase,Exact,1,1.66,0.0,USD,
2024-12-06,A,systems thinking course,Course - System Thinking - Run 16 - Search - Lead Gen - A - Exact & Phrase,Exact,1,1.72,0.0,USD,
2024-12-06,A,systems thinking courses,Course - System Thinking - Run 16 - Search - Lead Gen - A - Exact & Phrase,Phrase,1,1.17,0.0,USD,
2024-12-06,A,systems thinking mit,Course - System Thinking - Run 16 - Search - Lead Gen - A - Exact & Phrase,Exact,1,2.78,0.0,USD,
2024-12-06,A,thinking in systems a primer,Course - System Thinking - Run 16 - Search - Lead Gen - A - Exact & Phrase,Exact,1,1.03,0.0,USD,
2024-12-06,A,what is system thinking,Course - System Thinking - Run 16 - Search - Lead Gen - A - Exact & Phrase,Phrase,2,2.16,0.0,USD,
2024-12-06,B,best critical thinking courses,Course - System Thinking - Run 14 - Search - Lead Gen - B - Broad,Broad,3,1.48,0.0,USD,
2024-12-06,B,business systems course,Course - System Thinking - Run 14 - Search - Lead Gen - B - Broad,Broad,2,2.08,0.0,USD,
2024-12-06,B,project management cert,Course - System Thinking - Run 14 - Search - Lead Gen - B - Broad,Broad,5,3.2,0.0,USD,
2024-12-06,B,system architecture program,Course - System Thinking - Run 14 - Search - Lead Gen - B - Broad,Broad,1,0.19,0.0,USD,
2024-12-06,B,system design certification,Course - System Thinking - Run 14 - Search - Lead Gen - B - Broad,Broad,2,1.94,0.0,USD,
2024-12-06,B,system dynamics course,Course - System Thinking - Run 14 - Search - Lead Gen - B - Broad,Broad,1,0.49,0.0,USD,
2024-12-06,B,systems thinking course,Course - System Thinking - Run 14 - Search - Lead Gen - B - Broad,Broad,3,1.27,0.0,USD,
2024-12-06,B,certificate course on business management,Course - System Thinking - Run 16 - Search - Lead Gen - B - Exact & Phrase,Phrase,2,1.04,0.0,USD,
2024-12-06,B,construction management courses,Course - System Thinking - Run 16 - Search - Lead Gen - B - Exact & Phrase,Phrase,1,0.26,0.0,USD,
2024-12-06,B,critical thinking and problem solving,Course - System Thinking - Run 16 - Search - Lead Gen - B - Exact & Phrase,Phrase,1,0.34,0.0,USD,
2024-12-06,B,critical thinking class,Course - System Thinking - Run 16 - Search - Lead Gen - B - Exact & Phrase,Phrase,1,0.89,0.0,USD,
2024-12-06,B,learn product management,Course - System Thinking - Run 16 - Search - Lead Gen - B - Exact & Phrase,Phrase,1,0.95,0.0,USD,
2024-12-06,B,learning system design,Course - System Thinking - Run 16 - Search - Lead Gen - B - Exact & Phrase,Exact,1,0.74,0.0,USD,
2024-12-06,B,pmp certification,Course - System Thinking - Run 16 - Search - Lead Gen - B - Exact & Phrase,Phrase,1,0.87,0.0,USD,
2024-12-06,B,product management certification,Course - System Thinking - Run 16 - Search - Lead Gen - B - Exact & Phrase,Phrase,1,2.08,0.0,USD,
2024-12-06,B,product management courses,Course - System Thinking - Run 16 - Search - Lead Gen - B - Exact & Phrase,Phrase,1,1.24,0.0,USD,
2024-12-06,B,project management cert,Course - System Thinking - Run 16 - Search - Lead Gen - B - Exact & Phrase,Exact,1,0.61,0.0,USD,
2024-12-06,B,project management cert,Course - System Thinking - Run 16 - Search - Lead Gen - B - Exact & Phrase,Phrase,3,2.86,0.0,USD,
2024-12-06,B,project management program,Course - System Thinking - Run 16 - Search - Lead Gen - B - Exact & Phrase,Phrase,1,1.21,0.0,USD,
2024-12-06,B,project management training,Course - System Thinking - Run 16 - Search - Lead Gen - B - Exact & Phrase,Exact,1,0.22,0.0,USD,
2024-12-06,B,project management training,Course - System Thinking - Run 16 - Search - Lead Gen - B - Exact & Phrase,Phrase,1,0.81,0.0,USD,
2024-12-06,B,project manager course,Course - System Thinking - Run 16 - Search - Lead Gen - B - Exact & Phrase,Phrase,8,10.31,0.0,USD,
2024-12-06,B,system design certification,Course - System Thinking - Run 16 - Search - Lead Gen - B - Exact & Phrase,Exact,1,0.85,0.0,USD,
2024-12-06,B,system dynamics course,Course - System Thinking - Run 16 - Search - Lead Gen - B - Exact & Phrase,Exact,1,0.55,0.0,USD,
2024-12-06,B,system engineering online course,Course - System Thinking - Run 16 - Search - Lead Gen - B - Exact & Phrase,Phrase,2,1.27,0.0,USD,
2024-12-06,B,systems thinking course,Course - System Thinking - Run 16 - Search - Lead Gen - B - Exact & Phrase,Exact,1,0.32,0.0,USD,
2024-12-06,B,systems thinking mit,Course - System Thinking - Run 16 - Search - Lead Gen - B - Exact & Phrase,Exact,3,4.07,0.0,USD,
2024-12-06,B,what is system thinking,Course - System Thinking - Run 16 - Search - Lead Gen - B - Exact & Phrase,Exact,1,1.04,0.0,USD,
2024-12-06,B,what is system thinking,Course - System Thinking - Run 16 - Search - Lead Gen - B - Exact & Phrase,Phrase,1,0.21,0.0,USD,
2024-12-06,C,project management cert,Course - System Thinking - Run 14 - Search - Lead Gen - C - Broad,Broad,1,0.28,0.0,USD,
2024-12-06,C,system architecture program,Course - System Thinking - Run 14 - Search - Lead Gen - C - Broad,Broad,2,3.22,0.0,USD,
2024-12-06,C,system design certification,Course - System Thinking - Run 14 - Search - Lead Gen - C - Broad,Broad,2,0.76,0.0,USD,
2024-12-06,C,system dynamics course,Course - System Thinking - Run 14 - Search - Lead Gen - C - Broad,Broad,3,2.8,0.0,USD,
2024-12-06,C,systems thinking course,Course - System Thinking - Run 14 - Search - Lead Gen - C - Broad,Broad,1,0.65,0.0,USD,
2024-12-06,C,certificate course on business management,Course - System Thinking - Run 14 - Search - Lead Gen - C - Exact & Phrase,Phrase,2,0.76,0.0,USD,
2024-12-06,C,construction management courses,Course - System Thinking - Run 14 - Search - Lead Gen - C - Exact & Phrase,Phrase,1,0.68,0.0,USD,
2024-12-06,C,digital project manager certification,Course - System Thinking - Run 14 - Search - Lead Gen - C - Exact & Phrase,Phrase,1,1.08,0.0,USD,
2024-12-06,C,how to train problem solving skills,Course - System Thinking - Run 14 - Search - Lead Gen - C - Exact & Phrase,Exact,1,0.35,0.0,USD,
2024-12-06,C,lean manufacturing online course,Course - System Thinking - Run 14 - Search - Lead Gen - C - Exact & Phrase,Phrase,2,0.53,0.0,USD,
2024-12-06,C,learn product management,Course - System Thinking - Run 14 - Search - Lead Gen - C - Exact & Phrase,Phrase,1,0.89,0.0,USD,
2024-12-06,C,learning system design,Course - System Thinking - Run 14 - Search - Lead Gen - C - Exact & Phrase,Exact,1,1.01,0.0,USD,
2024-12-06,C,product development courses,Course - System Thinking - Run 14 - Search - Lead Gen - C - Exact & Phrase,Exact,1,0.31,0.0,USD,
2024-12-06,C,project management cert,Course - System Thinking - Run 14 - Search - Lead Gen - C - Exact & Phrase,Phrase,2,1.84,0.0,USD,
2024-12-06,C,project manager course,Course - System Thinking - Run 14 - Search - Lead Gen - C - Exact & Phrase,Phrase,1,0.55,0.0,USD,
2024-12-06,C,system design,Course - System Thinking - Run 14 - Search - Lead Gen - C - Exact & Phrase,Phrase,2,2.03,0.0,USD,
2024-12-06,C,system engineering online course,Course - System Thinking - Run 14 - Search - Lead Gen - C - Exact & Phrase,Exact,1,0.97,0.0,USD,
2024-12-06,C,systems thinking courses,Course - System Thinking - Run 14 - Search - Lead Gen - C - Exact & Phrase,Exact,1,0.87,0.0,USD,
2024-12-06,C,systems thinking in business,Course - System Thinking - Run 14 - Search - Lead Gen - C - Exact & Phrase,Phrase,1,1.25,0.0,USD,
2024-12-06,USA,best critical thinking courses,Course - System Thinking - Run 16 - Search - Lead Gen - US - Broad,Broad,1,2.01,0.0,USD,
2024-12-06,USA,business systems course,Course - System Thinking - Run 16 - Search - Lead Gen - US - Broad,Broad,1,4.99,0.0,USD,
2024-12-06,USA,project management cert,Course - System Thinking - Run 16 - Search - Lead Gen - US - Broad,Broad,3,13.97,0.0,USD,
2024-12-06,USA,project management methodologies,Course - System Thinking - Run 16 - Search - Lead Gen - US - Broad,Broad,1,5.18,0.0,USD,
2024-12-06,USA,system design certification,Course - System Thinking - Run 16 - Search - Lead Gen - US - Broad,Broad,4,15.81,0.0,USD,
2024-12-06,USA,system dynamics course,Course - System Thinking - Run 16 - Search - Lead Gen - US - Broad,Broad,2,23.8,0.0,USD,
2024-12-06,USA,systems thinking course,Course - System Thinking - Run 16 - Search - Lead Gen - US - Broad,Broad,9,46.67,0.0,USD,
2024-12-06,USA,certificate course on business management,Course - System Thinking - Run 16 - Search - Lead Gen - US - Exact,Phrase,1,4.82,0.0,USD,
2024-12-06,USA,critical thinking and problem solving,Course - System Thinking - Run 16 - Search - Lead Gen - US - Exact,Phrase,1,8.64,0.0,USD,
2024-12-06,USA,how to develop problem solving skills,Course - System Thinking - Run 16 - Search - Lead Gen - US - Exact,Phrase,2,7.7,0.0,USD,
2024-12-06,USA,how to learn to think strategically,Course - System Thinking - Run 16 - Search - Lead Gen - US - Exact,Exact,1,2.75,0.0,USD,
2024-12-06,USA,how to learn to think strategically,Course - System Thinking - Run 16 - Search - Lead Gen - US - Exact,Phrase,2,18.41,0.0,USD,
2024-12-06,USA,how to train problem solving skills,Course - System Thinking - Run 16 - Search - Lead Gen - US - Exact,Exact,3,8.35,0.0,USD,
2024-12-06,USA,introduction to systems thinking,Course - System Thinking - Run 16 - Search - Lead Gen - US - Exact,Exact,1,3.48,0.0,USD,
2024-12-06,USA,learn product management,Course - System Thinking - Run 16 - Search - Lead Gen - US - Exact,Phrase,1,15.47,0.0,USD,
2024-12-06,USA,learning system design,Course - System Thinking - Run 16 - Search - Lead Gen - US - Exact,Exact,1,5.55,0.0,USD,
2024-12-06,USA,logical thinking training,Course - System Thinking - Run 16 - Search - Lead Gen - US - Exact,Phrase,1,3.48,0.0,USD,
2024-12-06,USA,mit system dynamics group,Course - System Thinking - Run 16 - Search - Lead Gen - US - Exact,Exact,1,7.5,0.0,USD,
2024-12-06,USA,mit systems thinking,Course - System Thinking - Run 16 - Search - Lead Gen - US - Exact,Exact,1,11.13,0.0,USD,
2024-12-06,USA,mit systems thinking,Course - System Thinking - Run 16 - Search - Lead Gen - US - Exact,Phrase,1,6.8,0.0,USD,
2024-12-06,USA,project management cert,Course - System Thinking - Run 16 - Search - Lead Gen - US - Exact,Exact,1,10.54,0.0,USD,
2024-12-06,USA,project management training,Course - System Thinking - Run 16 - Search - Lead Gen - US - Exact,Phrase,1,5.53,0.0,USD,
2024-12-06,USA,project manager course,Course - System Thinking - Run 16 - Search - Lead Gen - US - Exact,Phrase,2,9.75,0.0,USD,
2024-12-06,USA,scrum master certification,Course - System Thinking - Run 16 - Search - Lead Gen - US - Exact,Phrase,1,3.98,0.0,USD,
2024-12-06,USA,skills for a project manager,Course - System Thinking - Run 16 - Search - Lead Gen - US - Exact,Phrase,1,5.14,0.0,USD,
2024-12-06,USA,strategic thinking workshop,Course - System Thinking - Run 16 - Search - Lead Gen - US - Exact,Exact,1,6.32,0.0,USD,
2024-12-06,USA,system design certification,Course - System Thinking - Run 16 - Search - Lead Gen - US - Exact,Phrase,1,2.07,0.0,USD,
2024-12-06,USA,system dynamics course online,Course - System Thinking - Run 16 - Search - Lead Gen - US - Exact,Phrase,1,14.16,0.0,USD,
2024-12-06,USA,system engineering online course,Course - System Thinking - Run 16 - Search - Lead Gen - US - Exact,Phrase,1,7.66,0.0,USD,
2024-12-06,USA,systems thinking in business,Course - System Thinking - Run 16 - Search - Lead Gen - US - Exact,Exact,1,5.36,0.0,USD,
2024-12-06,USA,the systems thinker,Course - System Thinking - Run 16 - Search - Lead Gen - US - Exact,Phrase,1,4.82,0.0,USD,
2024-12-07,A,system design certification,Course - System Thinking - Run 14 - Search - Lead Gen - A - Broad,Broad,2,2.52,0.0,USD,
2024-12-07,A,system dynamics course,Course - System Thinking - Run 14 - Search - Lead Gen - A - Broad,Broad,1,2.35,0.0,USD,
2024-12-07,A,systems thinking course,Course - System Thinking - Run 14 - Search - Lead Gen - A - Broad,Broad,3,6.08,0.0,USD,
2024-12-07,A,best critical thinking courses,Course - System Thinking - Run 16 - Search - Lead Gen - A - Exact & Phrase,Exact,1,3.58,0.0,USD,
2024-12-07,A,business systems courses,Course - System Thinking - Run 16 - Search - Lead Gen - A - Exact & Phrase,Phrase,1,0.4,0.0,USD,
2024-12-07,A,certificate course on business management,Course - System Thinking - Run 16 - Search - Lead Gen - A - Exact & Phrase,Phrase,1,1.15,0.0,USD,
2024-12-07,A,critical thinking certification,Course - System Thinking - Run 16 - Search - Lead Gen - A - Exact & Phrase,Exact,1,0.59,0.0,USD,
2024-12-07,A,enterprise architecture certification,Course - System Thinking - Run 16 - Search - Lead Gen - A - Exact & Phrase,Phrase,1,0.61,0.0,USD,
2024-12-07,A,how to develop problem solving skills,Course - System Thinking - Run 16 - Search - Lead Gen - A - Exact & Phrase,Phrase,1,0.62,0.0,USD,
2024-12-07,A,learn product management,Course - System Thinking - Run 16 - Search - Lead Gen - A - Exact & Phrase,Phrase,1,3.29,0.0,USD,
